,Al,Co,Cr,Cu,Fe,Mg,Mn,Ni,Si,Ti,V,Zn,Processing,Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,YS,UTS,Elongation,Density
222,95.99545937,0,0.129385588,0,0,3.875155045,0,0,0,0,0,0,Strain Harderned (Hard),-0.002737723,0.031168201,0.000727832,0.026044935,3.943746094,0.018690892,0.721962083,1.134380498,-0.001444992,-2.130193063,0.034943851,0.028518906,12.56467558,0.342466559,3.318065666,26.34891257,0.140726194,0.46025537,-0.005474382,26.91018382,3.749199538,1.259881974,0.174844083,79.69898016,5.69026047,2.78E-08,1.75E-08,231.9111972,55.15140641,934.6771055,161.7139907,74.90738514,24.22443516,2.25E-05,1.06E-05,270,330,10,2.650878195
223,95.99545937,0,0.129385588,0,0,3.875155045,0,0,0,0,0,0,Strain Harderned (Hard),-0.002737723,0.031168201,0.000727832,0.026044935,3.943746094,0.018690892,0.721962083,1.134380498,-0.001444992,-2.130193063,0.034943851,0.028518906,12.56467558,0.342466559,3.318065666,26.34891257,0.140726194,0.46025537,-0.005474382,26.91018382,3.749199538,1.259881974,0.174844083,79.69898016,5.69026047,2.78E-08,1.75E-08,231.9111972,55.15140641,934.6771055,161.7139907,74.90738514,24.22443516,2.25E-05,1.06E-05,270,330,10,2.650878195
224,94.82061802,0,0.07801875,0.021279459,0.121069335,4.45084758,0.221522435,0,0.192586656,0.042374399,0,0.051683364,Strain Harderned (Hard),-0.008368433,0.026393903,-0.002230844,0.029942817,2.428642448,0.018464404,0.919195595,1.247084371,-0.001972416,-2.199952063,0.038374312,0.034887841,12.48277008,0.761940603,3.308887984,26.46672556,0.168208569,0.678689169,-0.008341017,27.01741799,6.952075669,1.261605686,0.168305779,79.59675968,6.501177606,1.96E-06,0.000139398,230.5826192,66.3587908,938.1799951,212.7893955,74.96819272,25.57336541,2.24E-05,1.04E-05,298,363,3.245,2.656666511
225,94.15404545,0,0.051646844,0,0,5.745426563,0.048881144,0,0,0,0,0,Strain Harderned (Hard),-0.004385326,0.029513982,0.000620547,0.031217735,3.670939506,0.016063555,1.038983994,1.134253485,-0.001899628,-1.949241622,0.042096243,0.040969301,12.36145429,0.48321943,3.282122822,26.13064188,0.121597029,0.570719306,-0.005499449,26.85434456,3.160299458,1.264514373,0.17572359,79.57616474,5.307561244,2.87E-08,9.50E-08,230.5070458,55.42229016,933.79846,94.12327574,74.28380697,22.71474133,2.22E-05,1.05E-05,344.73785,413.68542,15,2.625804785
230,99.99516825,0,0,0,0.004831755,0,0,0,0,0,0,0,No Processing,-3.99E-05,0.033815238,-3.62E-05,0.00078876,1.929408311,0.023998329,0.000773042,1.073734054,-4.39E-06,-7.062366117,0.001208124,3.53E-05,12.99975841,0.002125867,3.390043003,26.59265408,0.014357856,0.002653951,-5.07E-05,26.98293321,20.40954928,1.250007248,0.106066017,79.99908197,13.43502884,2.70E-08,5.16E-08,234.9925108,109.6015511,933.5124,620.5074137,76.00454184,66.46803743,2.31E-05,7.99E-06,10.3421355,44.8159205,50,2.698331261
231,99.94901297,0,0,0.05098703,0,0,0,0,0,0,0,0,No Processing,-0.000202136,0.033659315,-0.000144875,0.002401678,16.66155261,0.02402986,0.007644151,1.068796576,-3.64E-05,-6.306422289,0.001343682,0.000127403,12.99898026,0.00203844,3.390050987,26.59945299,0.015734612,0.009448171,-9.18E-05,27.00018172,25.85497861,1.250050987,0.070710678,79.99592104,5.656854249,2.70E-08,6.93E-09,235.0841286,116.6726189,933.6863379,300.0254073,76.03263168,45.254834,2.31E-05,4.67E-06,35,90,35,2.700416086
232,99.9423075,0,0,0.010630115,0,0,0.012295692,0,0,0.014112045,0,0.020654648,No Processing,-0.000659345,0.033230716,-0.000557302,0.001311934,1.698617813,0.024010642,0.003048096,1.073370025,-4.71E-05,-27.34069134,0.001486395,0.000134386,12.99757303,0.025866381,3.389737522,26.60209667,0.023446364,0.012092067,-0.000157495,26.99974728,22.89198323,1.250070896,0.088652957,79.99177179,12.41935948,2.72E-08,4.80E-07,234.9357925,126.2034841,933.679547,433.2229974,76.01577218,27.04696226,2.31E-05,6.24E-06,40,90.5,35,2.700168125
233,99.85524211,0,0,0.021241678,0.004834179,0,0,0,0.09612246,0.02255957,0,0,No Processing,-2.33E-05,0.033917719,0.000171823,0.007033358,0.927221712,0.02417335,0.033945981,1.158950518,-0.000102225,-2.066480714,0.004226697,0.000658596,12.99826432,0.103033327,3.391585556,26.61210048,0.024382344,0.022072729,-0.000203395,26.99647366,12.10280931,1.249918149,0.101694157,79.99564601,9.200029374,9.88E-07,0.000576222,234.8977997,91.31282134,934.554157,541.8441226,76.0488785,27.00624355,2.31E-05,1.27E-05,20.684271,62.052813,45,2.699277578
235,99.79298559,0,0,0,0,0.133298889,0.073715526,0,0,0,0,0,No Processing,-0.000712318,0.033137484,-0.00060861,0.005213736,1.892304695,0.023863408,0.031922549,1.124493562,-0.000134768,-4.957781744,0.00671548,0.001182563,12.98091418,0.066510332,3.387147516,26.61450265,0.052477841,0.049066107,-0.000766502,26.99857908,11.90023803,1.250443821,0.155303362,79.97592597,9.326969543,2.81E-08,5.97E-07,234.7325442,104.8899177,933.8876699,247.2495851,75.99111213,25.5952991,2.31E-05,8.48E-06,34.473785,89.631841,35,2.698946072
236,99.55614633,0,0,0,0,0.443853671,0,0,0,0,0,0,No Processing,-0.000319983,0.033531831,5.82E-05,0.008952184,6.250882858,0.023375826,0.083957986,1.081099068,-0.000236734,-2.953948884,0.011879838,0.003314131,12.95117604,0.035350731,3.381655541,26.54903226,0.023110387,0.040785906,-0.000322135,26.96965867,1.892598594,1.251109636,0.176776695,79.96893021,4.949747468,2.71E-08,1.20E-08,234.6671093,53.03300859,933.4235285,7.403407999,75.8624052,21.92031022,2.30E-05,1.05E-05,34.473785,89.631841,27,2.692186122
237,99.75860178,0,0,0,0.145175953,0,0,0,0.096222263,0,0,0,No Processing,-0.001649441,0.032402194,-0.001174222,0.008069245,1.055900688,0.024284355,0.052949949,1.154019622,-0.000154492,-2.372684665,0.007570838,0.001537498,12.99370342,0.136871228,3.392485223,26.68238879,0.079837647,0.092224141,-0.001605743,27.02450368,15.83768503,1.250073431,0.106158213,79.97722767,10.66000433,9.89E-07,0.000446616,234.6931882,93.06247756,935.4690269,586.962481,76.15955879,52.64579202,2.31E-05,1.11E-05,27.579028,68.94757,43,2.703056511
238,99.73819946,0,0,0.010635051,0.096812764,0,0.012301402,0,0.120313662,0.00847117,0.013266491,0,No Processing,-0.000510577,0.033549921,-1.30E-05,0.008518069,1.029510778,0.024297474,0.056389136,1.158960817,-0.000178595,-2.461422424,0.006911298,0.001403292,12.99358799,0.162302493,3.392684742,26.6708238,0.070464373,0.080681876,-0.001290283,27.02308594,14.88293246,1.250019809,0.103432593,79.97840425,10.67882814,1.23E-06,0.000479479,234.6921651,98.26255423,935.594435,583.3433438,76.14612253,45.73733601,2.31E-05,1.14E-05,35,80,38.05,2.702616903
239,99.71869289,0,0,0.021276588,0.009684248,0.033376888,0.014766184,0,0.019256087,0.011298323,0.15924644,0.012402349,No Processing,-0.002599879,0.031437305,-0.00218606,0.004853167,1.235024867,0.024010223,0.029724185,1.247616382,-0.000195601,-8.304618275,0.00434687,0.000644137,12.98084484,0.148233281,3.392618826,26.64054638,0.045295648,0.056598536,-0.000657318,27.0408417,17.01790143,1.250301106,0.09663479,79.94695449,15.21237731,2.20E-07,0.000185157,234.5819568,127.909646,935.9471219,715.5257362,76.16035589,49.5562319,2.31E-05,9.89E-06,27.579028,75.842327,2.4,2.704696382
240,99.71869289,0,0,0.021276588,0.009684248,0.033376888,0.014766184,0,0.019256087,0.011298323,0.15924644,0.012402349,No Processing,-0.002599879,0.031437305,-0.00218606,0.004853167,1.235024867,0.024010223,0.029724185,1.247616382,-0.000195601,-8.304618275,0.00434687,0.000644137,12.98084484,0.148233281,3.392618826,26.64054638,0.045295648,0.056598536,-0.000657318,27.0408417,17.01790143,1.250301106,0.09663479,79.94695449,15.21237731,2.20E-07,0.000185157,234.5819568,127.909646,935.9471219,715.5257362,76.16035589,49.5562319,2.31E-05,9.89E-06,34.473785,75.842327,40,2.704696382
241,99.16809487,0,0,0,0,0.831905133,0,0,0,0,0,0,No Processing,-0.000597548,0.033252807,0.000110715,0.012225616,5.658664948,0.022835338,0.156747017,1.081083947,-0.00040012,-2.676999555,0.016243532,0.006187382,12.90849045,0.065998744,3.374360187,26.51321517,0.03162002,0.076146051,-0.000601428,26.95927234,1.892598594,1.252079762,0.176776695,79.94176665,4.949747468,2.71E-08,1.20E-08,234.3760713,53.03300859,933.3828996,7.403407999,75.74210946,21.92031022,2.30E-05,1.05E-05,27.579028,89.631841,32,2.686985964
242,99.27943731,0,0,0.008498771,0.009670748,0,0.009830399,0,0.673023496,0.011282572,0,0.008256706,No Processing,0.012405005,0.046474673,0.012706067,0.018073639,0.66197081,0.025137288,0.211083312,1.159031316,-0.000376108,-1.151387919,0.009959718,0.003510975,13.00438889,0.533400574,3.398390143,26.69254431,0.049491821,0.101864044,-0.000868644,27.00314487,5.606306182,1.249053396,0.105439661,80.02556551,4.898598372,6.76E-06,0.000683371,234.3711017,66.94644146,938.8137104,530.9820844,76.18372136,19.36752973,2.30E-05,1.41E-05,34.473785,89.631841,35,2.696787197
243,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,No Processing,-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,40,125,25,2.686244724
244,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,No Processing,-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,41.368542,110.316112,25,2.686244724
245,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,No Processing,-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,41.368542,124.105626,30,2.686244724
246,99.1924881,0,0,0.042499481,0,0.666695411,0.098317004,0,0,0,0,0,No Processing,-0.001480339,0.032386993,-0.000844287,0.011359814,3.116657147,0.02317739,0.141032043,1.155445506,-0.000428632,-3.321556775,0.014725426,0.005318421,12.91991455,0.128473812,3.377046545,26.58543314,0.06691895,0.118027657,-0.001453272,27.00671996,9.288229459,1.251856712,0.165553551,79.930268,6.802853443,2.85E-08,3.50E-07,234.3467268,78.72105225,934.1561979,160.6296261,75.86378373,25.00989715,2.30E-05,9.64E-06,41.368542,110.316112,25,2.694519281
247,99.14813061,0,0,0,0,0.556454077,0.29541531,0,0,0,0,0,No Processing,-0.002861079,0.030979207,-0.002426491,0.010612992,1.594686536,0.023439652,0.13164679,1.124473858,-0.000453748,-4.028455537,0.01369472,0.004886539,12.92106514,0.266082464,3.378150211,26.68614004,0.104853291,0.198139937,-0.003076833,27.04923263,11.76864198,1.251834258,0.155810113,79.90196519,9.238994265,3.13E-08,5.89E-07,233.9114763,103.871043,935.1414832,244.3603901,75.95748185,25.56871078,2.30E-05,8.54E-06,55,115,24,2.701025782
248,98.93861807,0,0,0.106244796,0,0.666670906,0,0,0.288466226,0,0,0,No Processing,0.000264226,0.034333855,0.001362547,0.016504876,1.918974395,0.023620615,0.230817451,1.247589302,-0.000566242,-2.078629918,0.016031892,0.006668667,12.92742594,0.276197563,3.381149807,26.58606852,0.044998341,0.11851497,-0.000956902,27.00572736,8.357704021,1.251340224,0.152593456,79.95925672,4.699406753,2.91E-06,0.000369545,234.4301048,64.25030673,936.0246754,294.2399542,75.93056062,24.27935931,2.29E-05,1.13E-05,41.368542,110.316112,30,2.692619064
249,99.40702703,0,0,0,0,0,0.592972971,0,0,0,0,0,No Processing,-0.006543665,0.027435971,-0.006220564,0.004902458,0.631516024,0.024436826,0.053051129,1.040133787,-0.000301952,-12.56347073,0.004568394,0.001473642,12.96442161,0.447987311,3.387213026,26.8860715,0.142580547,0.294315874,-0.005270863,27.14731318,19.76823525,1.25088946,0.106066017,79.88140537,14.14213562,3.54E-08,9.99E-07,233.652765,160.6546607,936.9420357,414.0322336,76.26090819,31.11269837,2.31E-05,9.90E-07,41.368542,110.316112,30,2.719003897
250,98.7420039,0,0,0,0,1.110595399,0.147400701,0,0,0,0,0,No Processing,-0.002024158,0.031849564,-0.001023003,0.01432222,2.832372734,0.022557262,0.221917012,1.124435216,-0.000599362,-2.921923711,0.018897822,0.008604952,12.86898994,0.197690963,3.368427936,26.56108894,0.080923853,0.174858756,-0.002141044,26.99302113,7.035887004,1.252997601,0.169926806,79.8927778,6.716798479,2.93E-08,3.44E-07,233.8321549,74.2638698,934.2167972,142.6232186,75.72057044,23.25112554,2.29E-05,9.90E-06,48.263299,131.000383,22,2.688409302
251,98.7420039,0,0,0,0,1.110595399,0.147400701,0,0,0,0,0,No Processing,-0.002024158,0.031849564,-0.001023003,0.01432222,2.832372734,0.022557262,0.221917012,1.124435216,-0.000599362,-2.921923711,0.018897822,0.008604952,12.86898994,0.197690963,3.368427936,26.56108894,0.080923853,0.174858756,-0.002141044,26.99302113,7.035887004,1.252997601,0.169926806,79.8927778,6.716798479,2.93E-08,3.44E-07,233.8321549,74.2638698,934.2167972,142.6232186,75.72057044,23.25112554,2.29E-05,9.90E-06,50,130,22,2.688409302
252,99.35531428,0,0,0.051300512,0,0,0.59338521,0,0,0,0,0,No Processing,-0.006677147,0.027309365,-0.006300525,0.005460756,0.705231666,0.024473216,0.060724097,1.068806351,-0.000338675,-11.35736281,0.004762046,0.001601323,12.96337088,0.450055395,3.387262391,26.89578829,0.143402942,0.303912469,-0.005358214,27.16618609,20.31507246,1.250941378,0.103673264,79.87721894,13.65932057,3.54E-08,9.59E-07,233.7364749,157.6833909,937.1621157,406.0450208,76.29392176,32.45820045,2.31E-05,1.62E-06,40,110,30,2.721301236
253,98.69877693,0,0,0.04250239,0,1.111235077,0.147485601,0,0,0,0,0,No Processing,-0.002205735,0.03167026,-0.001169949,0.014497684,2.954245926,0.022594935,0.228404843,1.155412161,-0.000630568,-3.000093915,0.018945216,0.008715752,12.86806443,0.199442235,3.368458012,26.56895226,0.082195389,0.182812134,-0.002218672,27.00856853,8.363718141,1.253041831,0.167596983,79.88931584,6.683764077,2.93E-08,3.38E-07,233.9016111,76.09992504,934.3975654,150.4672617,75.74761105,24.31485873,2.29E-05,9.78E-06,48.263299,131.000383,22,2.690280632
254,98.44822026,0,0,0,0,1.551779735,0,0,0,0,0,0,No Processing,-0.00110784,0.032740364,0.00021212,0.016620587,5.081776692,0.021832591,0.290263017,1.081055914,-0.000665455,-2.408941127,0.022132789,0.011457751,12.82930417,0.122216007,3.36082653,26.44677068,0.043136818,0.141006718,-0.001113793,26.9400046,1.892598594,1.253879451,0.176776695,79.89137538,4.949747468,2.73E-08,1.20E-08,233.8361648,53.03300859,933.3075286,7.403407999,75.5189481,21.92031022,2.29E-05,1.05E-05,55,145,24,2.677381635
255,98.44822026,0,0,0,0,1.551779735,0,0,0,0,0,0,No Processing,-0.00110784,0.032740364,0.00021212,0.016620587,5.081776692,0.021832591,0.290263017,1.081055914,-0.000665455,-2.408941127,0.022132789,0.011457751,12.82930417,0.122216007,3.36082653,26.44677068,0.043136818,0.141006718,-0.001113793,26.9400046,1.892598594,1.253879451,0.176776695,79.89137538,4.949747468,2.73E-08,1.20E-08,233.8361648,53.03300859,933.3075286,7.403407999,75.5189481,21.92031022,2.29E-05,1.05E-05,55.158056,144.789897,24,2.677381635
256,98.65846281,0,0.026000665,0.021274875,0.084730346,0.750919709,0.024608324,0,0.385090821,0.028243533,0,0.020668917,No Processing,0.004862161,0.039108233,0.006415099,0.018396094,1.515106904,0.023717908,0.282628394,1.247603321,-0.000727568,-2.149921198,0.018079615,0.008483369,12.91054258,0.450354581,3.381492866,26.66328377,0.097243273,0.21085282,-0.002656547,27.02515123,8.298523141,1.251586981,0.149552247,79.92897024,6.872894637,3.88E-06,0.000379897,233.8367558,69.47175431,937.829945,370.3875272,75.99392996,27.72995091,2.29E-05,1.15E-05,50.15,120.5,21.95,2.693485496
257,99.01647819,0,0,0,0,0.390778701,0.592743106,0,0,0,0,0,No Processing,-0.005624231,0.028208338,-0.00536765,0.009749739,1.011976546,0.023892452,0.126988497,1.124492842,-0.000514232,-5.409702013,0.01206621,0.004392462,12.92144975,0.476082283,3.379867465,26.84988762,0.144449916,0.330130198,-0.005580607,27.13678945,15.41068061,1.251866062,0.138429897,79.8540969,11.40879739,3.54E-08,7.76E-07,233.360204,129.0750398,936.8997728,321.7296931,76.1396654,27.91307732,2.30E-05,6.69E-06,55.158056,131.000383,25,2.713699724
258,98.62439158,0,0.026044587,0.04262167,0.169747053,0.891482614,0.049299836,0,0.144653063,0,0,0.051759601,No Processing,-0.00151066,0.032706255,0.000219847,0.016169177,2.315428932,0.023231287,0.253791832,1.247545422,-0.000741216,-2.83510529,0.019032776,0.0089786,12.88874492,0.299833155,3.3754845,26.68143313,0.116554019,0.254716638,-0.003666779,27.06404122,11.09909549,1.252473746,0.154264153,79.89124658,7.282338197,1.47E-06,0.000230278,233.8073952,73.96973918,936.6257769,320.6207507,75.98566086,32.60472161,2.29E-05,1.03E-05,45,120,26.05,2.698307828
259,99.19717525,0,0,0,0.292536091,0,0,0.510288658,0,0,0,0,No Processing,-0.008849875,0.025263165,-0.007218925,0.009737575,0.708936611,0.024615206,0.12237373,1.07375818,-0.000432297,-4.559113751,0.019323442,0.00718432,12.97006454,0.573250957,3.397961603,26.99797597,0.168291792,0.404797223,-0.007261575,27.22779669,21.69126283,1.250949093,0.08524153,79.87808062,10.92203867,2.74E-08,4.02E-08,233.8117533,104.6270632,940.0914887,583.3457704,76.8056842,70.97824274,2.30E-05,7.28E-06,41.368542,110.316112,30,2.729853713
260,98.10061266,0,0.103942514,0.106312855,0,1.111829941,0,0,0.577302025,0,0,0,No Processing,0.0029834,0.037244071,0.004880053,0.022344186,1.549547212,0.023558335,0.413840886,1.247600941,-0.000939577,-1.881929959,0.021255734,0.011839595,12.87406943,0.569641494,3.377100448,26.67660905,0.122859694,0.28979571,-0.003760807,27.0230269,7.586968854,1.25217585,0.15097938,79.91862506,5.891271234,5.80E-06,0.000391384,233.7042775,63.73086423,939.4505026,367.1240204,75.94923761,26.18815267,2.28E-05,1.18E-05,55.158056,124.105626,25,2.688747628
261,98.08752448,0,0.103960487,0.119090987,0,1.112022194,0,0,0.57740185,0,0,0,No Processing,0.002875733,0.037141771,0.004797121,0.022378717,1.56008244,0.023567241,0.415795996,1.247602299,-0.000946892,-1.890732929,0.021268447,0.011872996,12.87379277,0.570233073,3.377111012,26.67898903,0.123107044,0.292180474,-0.003783755,27.02769938,7.854415148,1.252188979,0.150585726,79.9175906,5.889738193,5.80E-06,0.000390085,233.7251095,64.25123787,939.5056661,366.7129464,75.95739491,26.3656646,2.28E-05,1.17E-05,55,125,25,2.689308895
262,98.7338107,0,0.026206892,0.021443618,0.170804636,0.168194435,0.595283561,0,0.242590495,0,0,0.041665667,No Processing,-0.007835426,0.026800873,-0.005685707,0.014057036,0.928349653,0.024795852,0.193289611,1.247697185,-0.00071945,-3.640934129,0.012807802,0.005387132,12.93698725,0.728929416,3.387925931,27.02940363,0.175925754,0.466515028,-0.007908504,27.22584314,16.80948544,1.251308153,0.116788122,79.83943645,11.41737954,2.46E-06,0.000310398,233.0009344,124.2703205,940.582146,452.9636649,76.46180093,35.7833777,2.30E-05,8.30E-06,45,105,25,2.72550492
263,98.29197596,0,0,0,0,1.115707357,0.592316686,0,0,0,0,0,No Processing,-0.005716914,0.028110615,-0.004857666,0.014998347,1.439037549,0.022882505,0.262612468,1.124447942,-0.000810378,-3.602475546,0.019372713,0.009746483,12.84173292,0.527560764,3.366240769,26.78276379,0.147847968,0.395823105,-0.006139264,27.11726729,11.79645575,1.25367775,0.155687455,79.80343695,9.238900124,3.56E-08,5.91E-07,232.8174739,103.8785885,936.821378,244.8380383,75.9147494,25.65225246,2.29E-05,8.54E-06,68.94757,179.263682,20,2.703903823
264,98.29197596,0,0,0,0,1.115707357,0.592316686,0,0,0,0,0,No Processing,-0.005716914,0.028110615,-0.004857666,0.014998347,1.439037549,0.022882505,0.262612468,1.124447942,-0.000810378,-3.602475546,0.019372713,0.009746483,12.84173292,0.527560764,3.366240769,26.78276379,0.147847968,0.395823105,-0.006139264,27.11726729,11.79645575,1.25367775,0.155687455,79.80343695,9.238900124,3.56E-08,5.91E-07,232.8174739,103.8785885,936.821378,244.8380383,75.9147494,25.65225246,2.29E-05,8.54E-06,70,180,20,2.703903823
265,98.4799752,0,0.052278967,0.064165386,0.170365495,0.559206529,0.272136838,0,0.290360147,0.028394326,0,0.083117117,No Processing,-0.004631426,0.030154437,-0.001695675,0.016896559,1.376298504,0.024138321,0.262916282,1.247640926,-0.000871852,-3.053839927,0.017086954,0.008111394,12.90821489,0.595275954,3.382478893,26.87742517,0.155308987,0.388222398,-0.006136411,27.16943903,14.22074327,1.251894522,0.134357614,79.85986036,9.291678258,2.93E-06,0.000310035,233.3275231,96.89735517,939.6977176,412.2965327,76.2658628,33.58565765,2.29E-05,9.91E-06,90.5,110.5,18.05,2.713589528
